customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,vehicle_type
HC25359,Oregon,No,Premium,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
UF81905,California,No,Basic,Doctor,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,B
MR76405,California,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,B
AK59340,Unknown,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,B
EM66435,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
OW15518,Washington,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,B
PL56477,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,B
VD51297,California,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small,A
EQ15944,Oregon,No,Basic,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Small,B
LM63497,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,B
ZG12619,Washington,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
QQ90441,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,B
HU99414,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury Car,Small,B
QD34785,Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,A
VY96711,California,No,Premium,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Branch,SUV,Medsize,B
EC66666,Arizona,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize,A
GA27295,California,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize,B
TL40288,Oregon,No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
WU21638,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Luxury SUV,Medsize,B
OM92482,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Large,A
HJ89045,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,B
NC63295,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Large,B
SE21603,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
EW82164,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,B
DZ62350,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,B
ID58230,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
AN21193,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
AU13233,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,B
SV68939,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,A
AL21967,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize,B
HG97353,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer3,Agent,Four-Door Car,Medsize,B
TY95197,Unknown,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
AA11235,Nevada,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,A
RH97231,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
GR49281,California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,A
DJ91267,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Luxury SUV,Small,A
PF78020,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,A
RN45606,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,B
YC45944,Arizona,Yes,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large,A
YE97964,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Small,B
ZE40223,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Sports Car,Small,A
TM23514,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize,A
YQ74870,Washington,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Small,A
JF83834,Oregon,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Large,A
QR53727,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,A
FW92569,Arizona,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer4,Branch,SUV,Medsize,B
DO70918,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer1,Agent,Sports Car,Small,B
HG23705,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
TZ60132,Oregon,No,Extended,High School or Below,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
WA97671,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,A
VZ79886,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
NC42524,California,No,Extended,College,Employed,M,Suburban,Single,Special Auto,Special L3,Offer4,Web,Four-Door Car,Small,B
RL28918,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Small,B
OJ43280,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize,B
YM24654,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
VS73599,Arizona,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
EP64069,Unknown,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize,B
CX18273,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Luxury Car,Medsize,A
JL15127,Nevada,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
VS63956,California,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,A
LM69036,Oregon,No,Basic,Master,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Four-Door Car,Small,B
NT25078,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Married,Special Auto,Special L2,Offer4,Agent,Four-Door Car,Medsize,A
FK97285,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,A
YV93921,California,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Medsize,B
HT31871,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Small,B
HR28499,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,B
EZ43738,California,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
AH39293,California,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,A
GM61951,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,SUV,Small,B
QK69627,Washington,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
MB69465,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
VM21699,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,Sports Car,Medsize,B
SV35618,Oregon,No,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer2,Agent,SUV,Small,B
YQ11786,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Luxury SUV,Medsize,B
KH48895,Arizona,No,Basic,Master,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
DP84567,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Luxury SUV,Large,B
RZ98310,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,B
DQ34772,Arizona,No,Extended,High School or Below,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,A
PR21713,Nevada,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,B
ID89933,Oregon,No,Extended,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,A
PY48656,Arizona,No,Extended,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,A
GP42026,California,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Sports Car,Medsize,B
YT96284,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
SZ60342,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,A
ZD59913,Oregon,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
HZ25580,Washington,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,A
SD83603,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,A
BM30720,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Small,B
AM26598,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
NL80137,Oregon,No,Extended,College,Disabled,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
RS30611,Arizona,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
EI58541,Washington,Yes,Basic,College,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large,B
GE47180,Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Sports Car,Medsize,A
MO27230,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize,A
EQ82942,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
HP40365,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize,A
HX31231,Arizona,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize,A
FB49203,California,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,B
RN12107,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Call Center,Luxury Car,Medsize,B
QW17286,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize,B
EJ95100,California,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
PE42960,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
UD31660,Unknown,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
CB61335,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
RB49468,Unknown,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
AM79057,Unknown,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
ND80148,California,No,Premium,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,B
EL88957,California,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
LX77880,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,B
KU62853,California,No,Extended,College,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer1,Agent,Four-Door Car,Medsize,B
PP39078,California,No,Basic,College,Employed,F,Suburban,Married,Special Auto,Special L1,Offer4,Branch,Four-Door Car,Small,B
CK15380,California,No,Basic,High School or Below,Disabled,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,B
RO30676,Unknown,No,Premium,College,Disabled,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
YF81002,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Small,B
KI83797,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,B
AO87348,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
SB27146,Oregon,No,Premium,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,A
CP66511,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,A
YG10247,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Small,A
NN65845,Washington,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large,A
LH38387,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize,B
ZA30025,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,A
QH51455,Arizona,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
VF21523,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Small,A
AZ43057,California,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,B
EI91403,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small,B
HI26883,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
OB11898,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
HO30839,Washington,No,Extended,Master,Disabled,F,Urban,Married,Corporate Auto,Corporate L1,Offer1,Branch,SUV,Medsize,A
RE46783,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,A
OI74902,California,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,SUV,Medsize,A
GW33762,Unknown,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Large,B
IU17657,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,B
CR85257,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize,B
PJ73790,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L1,Offer2,Agent,Four-Door Car,Small,A
GV45403,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,A
CQ76030,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
DE21533,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,B
GX29162,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
JM98365,Nevada,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,B
CZ19025,Unknown,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Small,A
BM66931,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize,B
XB15703,California,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,B
HW20940,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
LF36128,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,B
VS86041,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Large,B
ES88339,California,No,Extended,Master,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,B
AX71238,California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,B
FA59186,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize,A
JM67025,Nevada,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
MI42935,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,A
DO95670,Arizona,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,B
CB61335,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
JM89095,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Medsize,A
AR47849,Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,B
